Comment,Designator,Footprint,LCSC
5.1k,"R1,R2",R_0402_1005Metric,C105872
SM04B-SRSS,J2,JST_SH_SM04B-SRSS-TB_1x04-1MP_P1.00mm_Horizontal,C160404
TYPE-C-31-M-12,J1,USB_C_Receptacle_HRO_TYPE-C-31-M-12,C165948
USBLC6-2SC6,U2,SOT-23-6,C2827654
1A PTC,F2,Fuse_0402_1005Metric,C914087
100R @ 100MHz,FB1,L_0603_1608Metric,C96995
